序号,等级原文,主等级,兼属等级,等级组,词语,拼音,词性,PDF页码
6141,7-9,7-9,,高等,大体,dàtǐ,名、副,233
6142,7-9,7-9,,高等,大同小异,dàtóng-xiǎoyì,,233
6143,7-9,7-9,,高等,大为,dàwéi,副,233
6144,7-9,7-9,,高等,大雁,dàyàn,名,233
6145,7-9,7-9,,高等,大意,dàyi,形,233
6146,7-9,7-9,,高等,大意,dàyì,名,233
6147,7-9,7-9,,高等,大有可为,dàyǒu-kěwéi,,233
6148,7-9,7-9,,高等,大宗,dàzōng,形、名,233
6149,7-9,7-9,,高等,逮,dǎi,动,233
6150,7-9,7-9,,高等,歹徒,dǎitú,名,233
6151,7-9,7-9,,高等,逮捕,dàibǔ,动,233
6152,7-9,7-9,,高等,带队,dàiduì,动,233
6153,7-9,7-9,,高等,怠工,dàigōng,动,233
6154,7-9,7-9,,高等,代号,dàihào,名,233
6155,7-9,7-9,,高等,代理人,dàilǐrén,名,233
6156,7-9,7-9,,高等,带路,dàilù,动,233
6157,7-9,7-9,,高等,怠慢,dàimàn,动,233
6158,7-9,7-9,,高等,带头,dàitóu,动,233
6159,7-9,7-9,,高等,代言,dàiyán,动,233
6160,7-9,7-9,,高等,担,dān,动,233
6161,7-9,7-9,,高等,担保,dānbǎo,动,234
6162,7-9,7-9,,高等,单边,dānbiān,形,234
6163,7-9,7-9,,高等,单薄,dānbó,形,234
6164,7-9,7-9,,高等,担当,dāndāng,动,234
6165,7-9,7-9,,高等,单方面,dānfāngmiàn,名,234
6166,7-9,7-9,,高等,担负,dānfù,动,234
6167,7-9,7-9,,高等,耽搁,dānge,动,234
6168,7-9,7-9,,高等,单价,dānjià,名,234
6169,7-9,7-9,,高等,单身,dānshēn,动、名、副,234
6170,7-9,7-9,,高等,胆量,dǎnliàng,名,234
6171,7-9,7-9,,高等,胆怯,dǎnqiè,形,234
6172,7-9,7-9,,高等,胆小鬼,dǎnxiǎoguǐ,名,234
6173,7-9,7-9,,高等,担,dàn,名、量,234
6174,7-9,7-9,,高等,诞辰,dànchén,名,234
6175,7-9,7-9,,高等,淡化,dànhuà,动,234
6176,7-9,7-9,,高等,淡季,dànjì,名,234
6177,7-9,7-9,,高等,淡水,dànshuǐ,名,234
6178,7-9,7-9,,高等,但愿,dànyuàn,动,234
6179,7-9,7-9,,高等,担子,dànzi,名,234
6180,7-9,7-9,,高等,当即,dāngjí,副,234
6181,7-9,7-9,,高等,当机立断,dāngjī-lìduàn,,234
6182,7-9,7-9,,高等,当日,dāngrì,名,234
6183,7-9,7-9,,高等,当事人,dāngshìrén,名,234
6184,7-9,7-9,,高等,当务之急,dāngwùzhījí,,234
6185,7-9,7-9,,高等,当心,dāngxīn,动,234
6186,7-9,7-9,,高等,当之无愧,dāngzhīwúkuì,,234
6187,7-9,7-9,,高等,当众,dāngzhòng,副,234
6188,7-9,7-9,,高等,党,dǎng,名,234
6189,7-9,7-9,,高等,档次,dàngcì,名,234
6190,7-9,7-9,,高等,当晚,dàngwǎn,名,234
6191,7-9,7-9,,高等,荡漾,dàngyàng,动,234
6192,7-9,7-9,,高等,当真,dàngzhēn,动、副,234
6193,7-9,7-9,,高等,导弹,dǎodàn,名,234
6194,7-9,7-9,,高等,导航,dǎoháng,动,234
6195,7-9,7-9,,高等,导火索,dǎohuǒsuǒ,名,234
6196,7-9,7-9,,高等,捣乱,dǎoluàn,动,234
6197,7-9,7-9,,高等,倒霉,dǎoméi,形,234
6198,7-9,7-9,,高等,倒塌,dǎotā,动,234
6199,7-9,7-9,,高等,导向,dǎoxiàng,动、名,234
6200,7-9,7-9,,高等,岛屿,dǎoyǔ,名,234
6201,7-9,7-9,,高等,盗,dào,动,235
6202,7-9,7-9,,高等,盗版,dàobǎn,动、名,235
6203,7-9,7-9,,高等,道别,dàobié,动,235
6204,7-9,7-9,,高等,稻草,dàocǎo,名,235
6205,7-9,7-9,,高等,倒计时,dàojìshí,动,235
6206,7-9,7-9,,高等,道具,dàojù,名,235
6207,7-9,7-9,,高等,悼念,dàoniàn,动,235
6208,7-9,7-9,,高等,盗窃,dàoqiè,动,235
6209,7-9,7-9,,高等,倒数,dàoshǔ,动,235
6210,7-9,7-9,,高等,到头来,dàotóulái,副,235
6211,7-9,7-9,,高等,倒退,dàotuì,动,235
6212,7-9,7-9,,高等,到位,dàowèi,动、形,235
6213,7-9,7-9,,高等,得不偿失,débùchángshī,,235
6214,7-9,7-9,,高等,德才兼备,décái-jiānbèi,,235
6215,7-9,7-9,,高等,得当,dédàng,形,235
6216,7-9,7-9,,高等,得力,délì,形,235
6217,7-9,7-9,,高等,得失,déshī,名,235
6218,7-9,7-9,,高等,得手,déshǒu,形,235
6219,7-9,7-9,,高等,得体,détǐ,形,235
6220,7-9,7-9,,高等,得天独厚,détiāndúhòu,,235
6221,7-9,7-9,,高等,得心应手,déxīn-yìngshǒu,,235
6222,7-9,7-9,,高等,得益,déyì,动,235
6223,7-9,7-9,,高等,得意扬扬,déyì-yángyáng,,235
6224,7-9,7-9,,高等,得罪,dézuì,动,235
6225,7-9,7-9,,高等,蹬,dēng,动,235
6226,7-9,7-9,,高等,登场,dēngchǎng,动,235
6227,7-9,7-9,,高等,登顶,dēngdǐng,动,235
6228,7-9,7-9,,高等,登陆,dēnglù,动,235
6229,7-9,7-9,,高等,灯泡,dēngpào,名,235
6230,7-9,7-9,,高等,瞪,dèng,动,235
6231,7-9,7-9,,高等,凳子,dèngzi,名,235
6232,7-9,7-9,,高等,堤,dī,名,235
6233,7-9,7-9,,高等,堤坝,dībà,名,235
6234,7-9,7-9,,高等,低调,dīdiào,名、形,235
6235,7-9,7-9,,高等,提防,dīfang,动,235
6236,7-9,7-9,,高等,低谷,dīgǔ,名,235
6237,7-9,7-9,,高等,低估,dīgū,动,235
6238,7-9,7-9,,高等,低落,dīluò,形,235
6239,7-9,7-9,,高等,低迷,dīmí,形,235
6240,7-9,7-9,,高等,低下,dīxià,形,235
6241,7-9,7-9,,高等,嘀咕,dígu,动,236
6242,7-9,7-9,,高等,敌视,díshì,动,236
6243,7-9,7-9,,高等,笛子,dízi,名,236
6244,7-9,7-9,,高等,抵,dǐ,动,236
6245,7-9,7-9,,高等,底层,dǐcéng,名,236
6246,7-9,7-9,,高等,抵触,dǐchù,动,236
6247,7-9,7-9,,高等,抵挡,dǐdǎng,动,236
6248,7-9,7-9,,高等,底线,dǐxiàn,名,236
6249,7-9,7-9,,高等,抵消,dǐxiāo,动,236
6250,7-9,7-9,,高等,抵押,dǐyā,动,236
6251,7-9,7-9,,高等,抵御,dǐyù,动,236
6252,7-9,7-9,,高等,底蕴,dǐyùn,名,236
6253,7-9,7-9,,高等,抵制,dǐzhì,动,236
6254,7-9,7-9,,高等,底子,dǐzi,名,236
6255,7-9,7-9,,高等,地板,dìbǎn,名,236
6256,7-9,7-9,,高等,地步,dìbù,名,236
6257,7-9,7-9,,高等,地带,dìdài,名,236
6258,7-9,7-9,,高等,地道,dìdào,名,236
6259,7-9,7-9,,高等,地段,dìduàn,名,236
6260,7-9,7-9,,高等,帝国,dìguó,名,236
6261,7-9,7-9,,高等,递交,dìjiāo,动,236
6262,7-9,7-9,,高等,地势,dìshì,名,236
6263,7-9,7-9,,高等,地毯,dìtǎn,名,236
6264,7-9,7-9,,高等,地下水,dìxiàshuǐ,名,236
6265,7-9,7-9,,高等,第一手,dìyīshǒu,形,236
6266,7-9,7-9,,高等,地狱,dìyù,名,236
6267,7-9,7-9,,高等,递增,dìzēng,动,236
6268,7-9,7-9,,高等,弟子,dìzǐ,名,236
6269,7-9,7-9,,高等,颠簸,diānbǒ,动,236
6270,7-9,7-9,,高等,颠倒,diāndǎo,动,236
6271,7-9,7-9,,高等,颠倒黑白,diāndǎo-hēibái,,236
6272,7-9,7-9,,高等,巅峰,diānfēng,名,236
6273,7-9,7-9,,高等,颠覆,diānfù,动,236
6274,7-9,7-9,,高等,典范,diǎnfàn,名,236
6275,7-9,7-9,,高等,点火,diǎnhuǒ,动,236
6276,7-9,7-9,,高等,点评,diǎnpíng,动、名,236
6277,7-9,7-9,,高等,点缀,diǎnzhuì,动,236
6278,7-9,7-9,,高等,点子,diǎnzi,名,236
6279,7-9,7-9,,高等,垫,diàn,动、名,236
6280,7-9,7-9,,高等,垫底,diàndǐ,动,236
6281,7-9,7-9,,高等,奠定,diàndìng,动,237
6282,7-9,7-9,,高等,淀粉,diànfěn,名,237
6283,7-9,7-9,,高等,惦记,diànjì,动,237
6284,7-9,7-9,,高等,电台,diàntái,名,237
6285,7-9,7-9,,高等,殿堂,diàntáng,名,237
6286,7-9,7-9,,高等,电网,diànwǎng,名,237
6287,7-9,7-9,,高等,电线,diànxiàn,名,237
6288,7-9,7-9,,高等,电信,diànxìn,名,237
6289,7-9,7-9,,高等,电讯,diànxùn,名,237
6290,7-9,7-9,,高等,垫子,diànzi,名,237
6291,7-9,7-9,,高等,叼,diāo,动,237
6292,7-9,7-9,,高等,雕,diāo,动,237
6293,7-9,7-9,,高等,雕刻,diāokè,动、名,237
6294,7-9,7-9,,高等,刁难,diāonàn,动,237
6295,7-9,7-9,,高等,雕塑,diāosù,动、名,237
6296,7-9,7-9,,高等,雕像,diāoxiàng,名,237
6297,7-9,7-9,,高等,凋谢,diāoxiè,动,237
6298,7-9,7-9,,高等,调2,diào,名,237
6299,7-9,7-9,,高等,调度,diàodù,动、名,237
6300,7-9,7-9,,高等,掉队,diàoduì,动,237
6301,7-9,7-9,,高等,掉头,diàotóu,动,237
6302,7-9,7-9,,高等,吊销,diàoxiāo,动,237
6303,7-9,7-9,,高等,爹,diē,名,237
6304,7-9,7-9,,高等,跌幅,diēfú,名,237
6305,7-9,7-9,,高等,叠,dié,动,237
6306,7-9,7-9,,高等,碟,dié,名,237
6307,7-9,7-9,,高等,迭起,diéqǐ,动,237
6308,7-9,7-9,,高等,丁,dīng,名,237
6309,7-9,7-9,,高等,盯,dīng,动,237
6310,7-9,7-9,,高等,叮嘱,dīngzhǔ,动,237
6311,7-9,7-9,,高等,钉子,dīngzi,名,237
6312,7-9,7-9,,高等,顶多,dǐngduō,副,237
6313,7-9,7-9,,高等,顶级,dǐngjí,形,237
6314,7-9,7-9,,高等,顶尖,dǐngjiān,名、形,237
6315,7-9,7-9,,高等,钉,dìng,动,237
6316,7-9,7-9,,高等,订购,dìnggòu,动,237
6317,7-9,7-9,,高等,定金,dìngjīn,名,237
6318,7-9,7-9,,高等,定居,dìngjū,动,237
6319,7-9,7-9,,高等,订立,dìnglì,动,237
6320,7-9,7-9,,高等,定律,dìnglǜ,名,237
6321,7-9,7-9,,高等,定论,dìnglùn,名,238
6322,7-9,7-9,,高等,定向,dìngxiàng,动,238
6323,7-9,7-9,,高等,定心丸,dìngxīnwán,名,238
6324,7-9,7-9,,高等,订阅,dìngyuè,动,238
6325,7-9,7-9,,高等,定做,dìngzuò,动,238
6326,7-9,7-9,,高等,丢脸,diūliǎn,动,238
6327,7-9,7-9,,高等,丢弃,diūqì,动,238
6328,7-9,7-9,,高等,丢人,diūrén,动,238
6329,7-9,7-9,,高等,丢三落四,diūsān-làsì,,238
6330,7-9,7-9,,高等,东奔西走,dōngbēn-xīzǒu,,238
6331,7-9,7-9,,高等,东道主,dōngdàozhǔ,名,238
6332,7-9,7-9,,高等,东张西望,dōngzhāng-xīwàng,,238
6333,7-9,7-9,,高等,董事,dǒngshì,名,238
6334,7-9,7-9,,高等,懂事,dǒngshì,形,238
6335,7-9,7-9,,高等,董事会,dǒngshìhuì,名,238
6336,7-9,7-9,,高等,董事长,dǒngshìzhǎng,名,238
6337,7-9,7-9,,高等,动不动,dòngbudòng,副,238
6338,7-9,7-9,,高等,动荡,dòngdàng,动、形,238
6339,7-9,7-9,,高等,动感,dònggǎn,名,238
6340,7-9,7-9,,高等,动工,dònggōng,动,238
6341,7-9,7-9,,高等,冻结,dòngjié,动,238
6342,7-9,7-9,,高等,动静,dòngjing,名,238
6343,7-9,7-9,,高等,栋梁,dòngliáng,名,238
6344,7-9,7-9,,高等,动脉,dòngmài,名,238
6345,7-9,7-9,,高等,动身,dòngshēn,动,238
6346,7-9,7-9,,高等,动弹,dòngtan,动,238
6347,7-9,7-9,,高等,动向,dòngxiàng,名,238
6348,7-9,7-9,,高等,洞穴,dòngxué,名,238
6349,7-9,7-9,,高等,动摇,dòngyáo,形、动,238
6350,7-9,7-9,,高等,动用,dòngyòng,动,238
6351,7-9,7-9,,高等,动员,dòngyuán,动,238
6352,7-9,7-9,,高等,兜,dōu,名、动,238
6353,7-9,7-9,,高等,兜售,dōushòu,动,238
6354,7-9,7-9,,高等,抖,dǒu,动,238
6355,7-9,7-9,,高等,陡,dǒu,形,238
6356,7-9,7-9,,高等,陡峭,dǒuqiào,形,238
6357,7-9,7-9,,高等,斗,dòu,动,238
6358,7-9,7-9,,高等,逗留,dòuliú,动,238
6359,7-9,7-9,,高等,斗志,dòuzhì,名,238
6360,7-9,7-9,,高等,豆子,dòuzi,名,238
6361,7-9,7-9,,高等,督促,dūcù,动,239
6362,7-9,7-9,,高等,都会,dūhuì,名,239
6363,7-9,7-9,,高等,独,dú,副,239
6364,7-9,7-9,,高等,独家,dújiā,名,239
6365,7-9,7-9,,高等,毒品,dúpǐn,名,239
6366,7-9,7-9,,高等,独身,dúshēn,动,239
6367,7-9,7-9,,高等,读物,dúwù,名,239
6368,7-9,7-9,,高等,独一无二,dúyī-wú’èr,,239
6369,7-9,7-9,,高等,赌,dǔ,动,239
6370,7-9,7-9,,高等,赌博,dǔbó,动,239
6371,7-9,7-9,,高等,堵塞,dǔsè,动,239
6372,7-9,7-9,,高等,杜绝,dùjué,动,239
6373,7-9,7-9,,高等,端正,duānzhèng,形、动,239
6374,7-9,7-9,,高等,短暂,duǎnzàn,形,239
6375,7-9,7-9,,高等,断定,duàndìng,动,239
6376,7-9,7-9,,高等,断断续续,duànduànxùxù,形,239
6377,7-9,7-9,,高等,断绝,duànjué,动,239
6378,7-9,7-9,,高等,断裂,duànliè,动,239
6379,7-9,7-9,,高等,段落,duànluò,名,239
6380,7-9,7-9,,高等,断然,duànrán,形、副,239
6381,7-9,7-9,,高等,断章取义,duànzhāng-qǔyì,,239
6382,7-9,7-9,,高等,堆积,duījī,动,239
6383,7-9,7-9,,高等,堆砌,duīqì,动,239
6384,7-9,7-9,,高等,兑,duì,动,239
6385,7-9,7-9,,高等,对岸,duì’àn,名,239
6386,7-9,7-9,,高等,对白,duìbái,名,239
6387,7-9,7-9,,高等,对策,duìcè,名,239
6388,7-9,7-9,,高等,对得起,duìdeqǐ,动,239
6389,7-9,7-9,,高等,对付,duìfu,动,239
6390,7-9,7-9,,高等,兑换,duìhuàn,动,239
6391,7-9,7-9,,高等,对联,duìlián,名,239
6392,7-9,7-9,,高等,对流,duìliú,动,239
6393,7-9,7-9,,高等,对牛弹琴,duìniú-tánqín,,239
6394,7-9,7-9,,高等,兑现,duìxiàn,动,239
6395,7-9,7-9,,高等,队形,duìxíng,名,239
6396,7-9,7-9,,高等,对弈,duìyì,动,239
6397,7-9,7-9,,高等,对照,duìzhào,动,239
6398,7-9,7-9,,高等,对症下药,duìzhèng-xiàyào,,239
6399,7-9,7-9,,高等,对峙,duìzhì,动,239
6400,7-9,7-9,,高等,敦促,dūncù,动,239
6401,7-9,7-9,,高等,敦厚,dūnhòu,形,240
6402,7-9,7-9,,高等,炖,dùn,动,240
6403,7-9,7-9,,高等,多年来,duō nián lái,,240
6404,7-9,7-9,,高等,多半,duōbàn,数、副,240
6405,7-9,7-9,,高等,多边,duōbiān,形,240
6406,7-9,7-9,,高等,哆嗦,duōsuo,动,240
6407,7-9,7-9,,高等,多心,duōxīn,动,240
6408,7-9,7-9,,高等,夺冠,duóguàn,动,240
6409,7-9,7-9,,高等,夺魁,duókuí,动,240
6410,7-9,7-9,,高等,堕落,duòluò,动,240
6411,7-9,7-9,,高等,鹅,é,名,240
6412,7-9,7-9,,高等,额度,édù,名,240
6413,7-9,7-9,,高等,额外,éwài,形,240
6414,7-9,7-9,,高等,讹诈,ézhà,动,240
6415,7-9,7-9,,高等,恶,è,形,240
6416,7-9,7-9,,高等,噩耗,èhào,名,240
6417,7-9,7-9,,高等,恶化,èhuà,动,240
6418,7-9,7-9,,高等,恶性,èxìng,形,240
6419,7-9,7-9,,高等,恶意,èyì,名,240
6420,7-9,7-9,,高等,鳄鱼,èyú,名,240
6421,7-9,7-9,,高等,厄运,èyùn,名,240
6422,7-9,7-9,,高等,遏制,èzhì,动,240
6423,7-9,7-9,,高等,恶作剧,èzuòjù,动、名,240
6424,7-9,7-9,,高等,恩爱,ēn’ài,形,240
6425,7-9,7-9,,高等,恩情,ēnqíng,名,240
6426,7-9,7-9,,高等,恩人,ēnrén,名,240
6427,7-9,7-9,,高等,恩怨,ēnyuàn,名,240
6428,7-9,7-9,,高等,而已,éryǐ,助,240
6429,7-9,7-9,,高等,耳光,ěrguāng,名,240
6430,7-9,7-9,,高等,耳目一新,ěrmù-yìxīn,,240
6431,7-9,7-9,,高等,耳熟能详,ěrshú-néngxiáng,,240
6432,7-9,7-9,,高等,发财,fācái,动,240
6433,7-9,7-9,,高等,发呆,fādāi,动,240
6434,7-9,7-9,,高等,发抖,fādǒu,动,240
6435,7-9,7-9,,高等,发火,fāhuǒ,动,240
6436,7-9,7-9,,高等,发酵,fājiào,动,240
6437,7-9,7-9,,高等,发觉,fājué,动,240
6438,7-9,7-9,,高等,发掘,fājué,动,240
6439,7-9,7-9,,高等,发愣,fālèng,动,240
6440,7-9,7-9,,高等,发怒,fānù,动,240
6441,7-9,7-9,,高等,发热,fārè,动,241
6442,7-9,7-9,,高等,发射,fāshè,动,241
6443,7-9,7-9,,高等,发誓,fāshì,动,241
6444,7-9,7-9,,高等,发泄,fāxiè,动,241
6445,7-9,7-9,,高等,发芽,fāyá,动,241
6446,7-9,7-9,,高等,发扬,fāyáng,动,241
6447,7-9,7-9,,高等,发扬光大,fāyáng-guāngdà,,241
6448,7-9,7-9,,高等,发言人,fāyánrén,名,241
6449,7-9,7-9,,高等,发源,fāyuán,动,241
6450,7-9,7-9,,高等,发源地,fāyuándì,名,241
6451,7-9,7-9,,高等,发作,fāzuò,动,241
6452,7-9,7-9,,高等,乏力,fálì,形、动,241
6453,7-9,7-9,,高等,阀门,fámén,名,241
6454,7-9,7-9,,高等,法人,fǎrén,名,241
6455,7-9,7-9,,高等,法庭,fǎtíng,名,241
6456,7-9,7-9,,高等,法则,fǎzé,名,241
6457,7-9,7-9,,高等,法制,fǎzhì,名,241
6458,7-9,7-9,,高等,法治,fǎzhì,名、动,241
6459,7-9,7-9,,高等,发型,fàxíng,名,241
6460,7-9,7-9,,高等,帆,fān,名,241
6461,7-9,7-9,,高等,帆船,fānchuán,名,241
6462,7-9,7-9,,高等,翻番,fānfān,动,241
6463,7-9,7-9,,高等,翻来覆去,fānlái-fùqù,,241
6464,7-9,7-9,,高等,翻身,fānshēn,动,241
6465,7-9,7-9,,高等,翻天覆地,fāntiān-fùdì,,241
6466,7-9,7-9,,高等,翻新,fānxīn,动,241
6467,7-9,7-9,,高等,繁多,fánduō,形,241
6468,7-9,7-9,,高等,繁华,fánhuá,形,241
6469,7-9,7-9,,高等,烦闷,fánmèn,形,241
6470,7-9,7-9,,高等,繁体字,fántǐzì,名,241
6471,7-9,7-9,,高等,繁衍,fányǎn,动,241
6472,7-9,7-9,,高等,繁杂,fánzá,形,241
6473,7-9,7-9,,高等,烦躁,fánzào,形,241
6474,7-9,7-9,,高等,繁重,fánzhòng,形,241
6475,7-9,7-9,,高等,反驳,fǎnbó,动,241
6476,7-9,7-9,,高等,反差,fǎnchā,名,241
6477,7-9,7-9,,高等,反常,fǎncháng,形,241
6478,7-9,7-9,,高等,反倒,fǎndào,副,241
6479,7-9,7-9,,高等,反感,fǎngǎn,名、形,241
6480,7-9,7-9,,高等,返还,fǎnhuán,动,241
6481,7-9,7-9,,高等,反击,fǎnjī,动,242
6482,7-9,7-9,,高等,反抗,fǎnkàng,动,242
6483,7-9,7-9,,高等,反面,fǎnmiàn,名、形,242
6484,7-9,7-9,,高等,反射,fǎnshè,动,242
6485,7-9,7-9,,高等,反弹,fǎntán,动,242
6486,7-9,7-9,,高等,反问,fǎnwèn,动,242
6487,7-9,7-9,,高等,反响,fǎnxiǎng,名,242
6488,7-9,7-9,,高等,反省,fǎnxǐng,动,242
6489,7-9,7-9,,高等,反之,fǎnzhī,连,242
6490,7-9,7-9,,高等,犯愁,fànchóu,动,242
6491,7-9,7-9,,高等,范畴,fànchóu,名,242
6492,7-9,7-9,,高等,犯规,fànguī,动,242
6493,7-9,7-9,,高等,泛滥,fànlàn,动,242
6494,7-9,7-9,,高等,贩卖,fànmài,动,242
6495,7-9,7-9,,高等,饭碗,fànwǎn,名,242
6496,7-9,7-9,,高等,犯罪,fànzuì,动,242
6497,7-9,7-9,,高等,方向盘,fāngxiàngpán,名,242
6498,7-9,7-9,,高等,方圆,fāngyuán,名,242
6499,7-9,7-9,,高等,方针,fāngzhēn,名,242
6500,7-9,7-9,,高等,防盗,fángdào,动,242
6501,7-9,7-9,,高等,房地产,fángdìchǎn,名,242
6502,7-9,7-9,,高等,防范,fángfàn,动,242
6503,7-9,7-9,,高等,防护,fánghù,动,242
6504,7-9,7-9,,高等,防火墙,fánghuǒqiáng,名,242
6505,7-9,7-9,,高等,防守,fángshǒu,动,242
6506,7-9,7-9,,高等,防卫,fángwèi,动,242
6507,7-9,7-9,,高等,防汛,fángxùn,动,242
6508,7-9,7-9,,高等,防疫,fángyì,动,242
6509,7-9,7-9,,高等,防御,fángyù,动,242
6510,7-9,7-9,,高等,仿,fǎng,动,242
6511,7-9,7-9,,高等,仿真,fǎngzhēn,动、形,242
6512,7-9,7-9,,高等,仿制,fǎngzhì,动,242
6513,7-9,7-9,,高等,纺织,fǎngzhī,动,242
6514,7-9,7-9,,高等,放过,fàngguò,动,242
6515,7-9,7-9,,高等,放宽,fàngkuān,动,242
6516,7-9,7-9,,高等,放射,fàngshè,动,242
6517,7-9,7-9,,高等,放水,fàngshuǐ,动,242
6518,7-9,7-9,,高等,放肆,fàngsì,形,242
6519,7-9,7-9,,高等,放映,fàngyìng,动,242
6520,7-9,7-9,,高等,放置,fàngzhì,动,242
6521,7-9,7-9,,高等,放纵,fàngzòng,动、形,243
6522,7-9,7-9,,高等,非,fēi,动、副、前缀,243
6523,7-9,7-9,,高等,飞船,fēichuán,名,243
6524,7-9,7-9,,高等,非但,fēidàn,连,243
6525,7-9,7-9,,高等,非得,fēiděi,副,243
6526,7-9,7-9,,高等,飞碟,fēidié,名,243
6527,7-9,7-9,,高等,非法,fēifǎ,形,243
6528,7-9,7-9,,高等,非凡,fēifán,形,243
6529,7-9,7-9,,高等,飞禽走兽,fēiqín-zǒushòu,,243
6530,7-9,7-9,,高等,绯闻,fēiwén,名,243
6531,7-9,7-9,,高等,飞翔,fēixiáng,动,243
6532,7-9,7-9,,高等,飞跃,fēiyuè,动,243
6533,7-9,7-9,,高等,肥料,féiliào,名,243
6534,7-9,7-9,,高等,肥皂,féizào,名,243
6535,7-9,7-9,,高等,诽谤,fěibàng,动,243
6536,7-9,7-9,,高等,废,fèi,动、形,243
6537,7-9,7-9,,高等,废除,fèichú,动,243
6538,7-9,7-9,,高等,沸沸扬扬,fèifèiyángyáng,,243
6539,7-9,7-9,,高等,废话,fèihuà,名、动,243
6540,7-9,7-9,,高等,费劲,fèijìn,动,243
6541,7-9,7-9,,高等,费力,fèilì,动,243
6542,7-9,7-9,,高等,废品,fèipǐn,名,243
6543,7-9,7-9,,高等,废弃,fèiqì,动,243
6544,7-9,7-9,,高等,废寝忘食,fèiqǐn-wàngshí,,243
6545,7-9,7-9,,高等,沸腾,fèiténg,动,243
6546,7-9,7-9,,高等,废物,fèiwù,名,243
6547,7-9,7-9,,高等,废墟,fèixū,名,243
6548,7-9,7-9,,高等,分辨,fēnbiàn,动,243
6549,7-9,7-9,,高等,分成,fēnchéng,动,243
6550,7-9,7-9,,高等,分寸,fēncun,名,243
6551,7-9,7-9,,高等,分担,fēndān,动,243
6552,7-9,7-9,,高等,分发,fēnfā,动,243
6553,7-9,7-9,,高等,芬芳,fēnfāng,形、名,243
6554,7-9,7-9,,高等,吩咐,fēnfù,动,243
6555,7-9,7-9,,高等,分割,fēngē,动,243
6556,7-9,7-9,,高等,分红,fēnhóng,动,243
6557,7-9,7-9,,高等,分化,fēnhuà,动,243
6558,7-9,7-9,,高等,分解,fēnjiě,动,243
6559,7-9,7-9,,高等,分裂,fēnliè,动,243
6560,7-9,7-9,,高等,分泌,fēnmì,动,243
6561,7-9,7-9,,高等,分明,fēnmíng,形、副,244
6562,7-9,7-9,,高等,分歧,fēnqí,形、名,244
6563,7-9,7-9,,高等,分支,fēnzhī,名,244
6564,7-9,7-9,,高等,坟,fén,名,244
6565,7-9,7-9,,高等,坟墓,fénmù,名,244
6566,7-9,7-9,,高等,焚烧,fénshāo,动,244
6567,7-9,7-9,,高等,粉末,fěnmò,名,244
6568,7-9,7-9,,高等,粉丝1,fěnsī,名,244
6569,7-9,7-9,,高等,粉丝2,fěnsī,名,244
6570,7-9,7-9,,高等,粉碎,fěnsuì,形、动,244
6571,7-9,7-9,,高等,粪,fèn,名,244
6572,7-9,7-9,,高等,粪便,fènbiàn,名,244
6573,7-9,7-9,,高等,份额,fèn’é,名,244
6574,7-9,7-9,,高等,奋力,fènlì,副,244
6575,7-9,7-9,,高等,分量,fènliàng,名,244
6576,7-9,7-9,,高等,分外,fènwài,副、形,244
6577,7-9,7-9,,高等,奋勇,fènyǒng,动,244
6578,7-9,7-9,,高等,疯,fēng,动、形,244
6579,7-9,7-9,,高等,风暴,fēngbào,名,244
6580,7-9,7-9,,高等,风波,fēngbō,名,244
6581,7-9,7-9,,高等,风采,fēngcǎi,名,244
6582,7-9,7-9,,高等,风餐露宿,fēngcān-lùsù,,244
6583,7-9,7-9,,高等,风吹雨打,fēngchuī-yǔdǎ,,244
6584,7-9,7-9,,高等,封顶,fēngdǐng,动,244
6585,7-9,7-9,,高等,风度,fēngdù,名,244
6586,7-9,7-9,,高等,风范,fēngfàn,名,244
6587,7-9,7-9,,高等,风和日丽,fēnghé-rìlì,,244
6588,7-9,7-9,,高等,丰厚,fēnghòu,形,244
6589,7-9,7-9,,高等,峰会,fēnghuì,名,244
6590,7-9,7-9,,高等,峰回路转,fēnghuí-lùzhuǎn,,244
6591,7-9,7-9,,高等,封建,fēngjiàn,名、形,244
6592,7-9,7-9,,高等,风景线,fēngjǐngxiàn,名,244
6593,7-9,7-9,,高等,风浪,fēnglàng,名,244
6594,7-9,7-9,,高等,锋利,fēnglì,形,244
6595,7-9,7-9,,高等,风流,fēngliú,形,244
6596,7-9,7-9,,高等,丰满,fēngmǎn,形,244
6597,7-9,7-9,,高等,风貌,fēngmào,名,244
6598,7-9,7-9,,高等,蜂蜜,fēngmì,名,244
6599,7-9,7-9,,高等,封面,fēngmiàn,名,244
6600,7-9,7-9,,高等,风气,fēngqì,名,244
6601,7-9,7-9,,高等,风情,fēngqíng,名,245
6602,7-9,7-9,,高等,风趣,fēngqù,形,245
6603,7-9,7-9,,高等,风沙,fēngshā,名,245
6604,7-9,7-9,,高等,风尚,fēngshàng,名,245
6605,7-9,7-9,,高等,丰盛,fēngshèng,形,245
6606,7-9,7-9,,高等,风水,fēngshuǐ,名,245
6607,7-9,7-9,,高等,丰硕,fēngshuò,形,245
6608,7-9,7-9,,高等,封锁,fēngsuǒ,动,245
6609,7-9,7-9,,高等,风土人情,fēngtǔ-rénqíng,,245
6610,7-9,7-9,,高等,风味,fēngwèi,名,245
6611,7-9,7-9,,高等,风云,fēngyún,名,245
