序号,等级原文,主等级,兼属等级,等级组,词语,拼音,词性,PDF页码
5672,7-9,7-9,,高等,并行,bìngxíng,动,221
5673,7-9,7-9,,高等,病症,bìngzhèng,名,221
5674,7-9,7-9,,高等,拨,bō,动、量,221
5675,7-9,7-9,,高等,波动,bōdòng,动,221
5676,7-9,7-9,,高等,剥夺,bōduó,动,221
5677,7-9,7-9,,高等,波及,bōjí,动,221
5678,7-9,7-9,,高等,拨款,bōkuǎn,动、名,221
5679,7-9,7-9,,高等,波澜,bōlán,名,221
5680,7-9,7-9,,高等,波浪,bōlàng,名,221
5681,7-9,7-9,,高等,波涛,bōtāo,名,222
5682,7-9,7-9,,高等,剥削,bōxuē,动,222
5683,7-9,7-9,,高等,波折,bōzhé,名,222
5684,7-9,7-9,,高等,伯伯,bóbo,名,222
5685,7-9,7-9,,高等,博大精深,bódà-jīngshēn,,222
5686,7-9,7-9,,高等,搏斗,bódòu,动,222
5687,7-9,7-9,,高等,伯父,bófù,名,222
5688,7-9,7-9,,高等,驳回,bóhuí,动,222
5689,7-9,7-9,,高等,伯母,bómǔ,名,222
5690,7-9,7-9,,高等,博学,bóxué,形,222
5691,7-9,7-9,,高等,博弈,bóyì,动,222
5692,7-9,7-9,,高等,不算,bú suàn,,222
5693,7-9,7-9,,高等,不当,búdàng,形,222
5694,7-9,7-9,,高等,不定,búdìng,形、副,222
5695,7-9,7-9,,高等,不动产,búdòngchǎn,名,222
5696,7-9,7-9,,高等,不见得,bújiàndé,副,222
5697,7-9,7-9,,高等,不愧,búkuì,副,222
5698,7-9,7-9,,高等,不力,búlì,形,222
5699,7-9,7-9,,高等,不妙,búmiào,形,222
5700,7-9,7-9,,高等,不慎,búshèn,形,222
5701,7-9,7-9,,高等,不下,búxià,动,222
5702,7-9,7-9,,高等,不像话,búxiànghuà,形,222
5703,7-9,7-9,,高等,不肖,búxiào,形,222
5704,7-9,7-9,,高等,不屑,búxiè,动,222
5705,7-9,7-9,,高等,不懈,búxiè,形,222
5706,7-9,7-9,,高等,不厌其烦,búyàn-qífán,,222
5707,7-9,7-9,,高等,不亚于,búyàyú,动,222
5708,7-9,7-9,,高等,不翼而飞,búyì’érfēi,,222
5709,7-9,7-9,,高等,不亦乐乎,búyìlèhū,,222
5710,7-9,7-9,,高等,不正之风,búzhèngzhīfēng,,222
5711,7-9,7-9,,高等,捕获,bǔhuò,动,222
5712,7-9,7-9,,高等,补给,bǔjǐ,动、名,222
5713,7-9,7-9,,高等,补救,bǔjiù,动,222
5714,7-9,7-9,,高等,哺乳,bǔrǔ,动,222
5715,7-9,7-9,,高等,捕食,bǔshí,动,222
5716,7-9,7-9,,高等,哺育,bǔyù,动,222
5717,7-9,7-9,,高等,补助,bǔzhù,动、名,222
5718,7-9,7-9,,高等,捕捉,bǔzhuō,动,222
5719,7-9,7-9,,高等,不经意,bù jīngyì,,222
5720,7-9,7-9,,高等,不予,bù yǔ,,222
5721,7-9,7-9,,高等,不准,bù zhǔn,,223
5722,7-9,7-9,,高等,不耻下问,bùchǐ-xiàwèn,,223
5723,7-9,7-9,,高等,不辞而别,bùcí’érbié,,223
5724,7-9,7-9,,高等,不得而知,bùdé’érzhī,,223
5725,7-9,7-9,,高等,不得已,bùdéyǐ,形,223
5726,7-9,7-9,,高等,不乏,bùfá,动,223
5727,7-9,7-9,,高等,步伐,bùfá,名,223
5728,7-9,7-9,,高等,不法,bùfǎ,形,223
5729,7-9,7-9,,高等,不妨,bùfáng,副,223
5730,7-9,7-9,,高等,不服,bùfú,动,223
5731,7-9,7-9,,高等,不敢当,bùgǎndāng,动,223
5732,7-9,7-9,,高等,不及,bùjí,动,223
5733,7-9,7-9,,高等,部件,bùjiàn,名,223
5734,7-9,7-9,,高等,不假思索,bùjiǎ-sīsuǒ,,223
5735,7-9,7-9,,高等,不解,bùjiě,动,223
5736,7-9,7-9,,高等,不景气,bùjǐngqì,形,223
5737,7-9,7-9,,高等,布局,bùjú,动、名,223
5738,7-9,7-9,,高等,不堪,bùkān,动、形,223
5739,7-9,7-9,,高等,不可或缺,bùkě-huòquē,,223
5740,7-9,7-9,,高等,不可思议,bùkě-sīyì,,223
5741,7-9,7-9,,高等,不了了之,bùliǎo-liǎozhī,,223
5742,7-9,7-9,,高等,不免,bùmiǎn,副,223
5743,7-9,7-9,,高等,不平,bùpíng,形,223
5744,7-9,7-9,,高等,不容,bùróng,动,223
5745,7-9,7-9,,高等,步入,bùrù,动,223
5746,7-9,7-9,,高等,部首,bùshǒu,名,223
5747,7-9,7-9,,高等,部署,bùshǔ,动,223
5748,7-9,7-9,,高等,不惜,bùxī,动,223
5749,7-9,7-9,,高等,不相上下,bùxiāng-shàngxià,,223
5750,7-9,7-9,,高等,不言而喻,bùyán’éryù,,223
5751,7-9,7-9,,高等,不以为然,bùyǐwéirán,,223
5752,7-9,7-9,,高等,不由得,bùyóude,动、副,223
5753,7-9,7-9,,高等,不由自主,bùyóuzìzhǔ,,223
5754,7-9,7-9,,高等,不约而同,bùyuē’értóng,,223
5755,7-9,7-9,,高等,不折不扣,bùzhé-búkòu,,223
5756,7-9,7-9,,高等,不知不觉,bùzhī-bùjué,,223
5757,7-9,7-9,,高等,不知所措,bùzhī-suǒcuò,,223
5758,7-9,7-9,,高等,猜想,cāixiǎng,动,223
5759,7-9,7-9,,高等,裁,cái,动,223
5760,7-9,7-9,,高等,裁定,cáidìng,动,223
5761,7-9,7-9,,高等,裁缝,cáifeng,名,224
5762,7-9,7-9,,高等,才干,cáigàn,名,224
5763,7-9,7-9,,高等,财经,cáijīng,名,224
5764,7-9,7-9,,高等,裁决,cáijué,动,224
5765,7-9,7-9,,高等,财力,cáilì,名,224
5766,7-9,7-9,,高等,裁员,cáiyuán,动,224
5767,7-9,7-9,,高等,财政,cáizhèng,名,224
5768,7-9,7-9,,高等,采,cǎi,动,224
5769,7-9,7-9,,高等,采矿,cǎikuàng,动,224
5770,7-9,7-9,,高等,采摘,cǎizhāi,动,224
5771,7-9,7-9,,高等,菜肴,càiyáo,名,224
5772,7-9,7-9,,高等,参见,cānjiàn,动,224
5773,7-9,7-9,,高等,参谋,cānmóu,名、动,224
5774,7-9,7-9,,高等,参照,cānzhào,动,224
5775,7-9,7-9,,高等,残,cán,动,224
5776,7-9,7-9,,高等,残酷,cánkù,形,224
5777,7-9,7-9,,高等,惭愧,cánkuì,形,224
5778,7-9,7-9,,高等,残留,cánliú,动,224
5779,7-9,7-9,,高等,残缺,cánquē,动,224
5780,7-9,7-9,,高等,残忍,cánrěn,形,224
5781,7-9,7-9,,高等,惨,cǎn,形,224
5782,7-9,7-9,,高等,惨白,cǎnbái,形,224
5783,7-9,7-9,,高等,惨痛,cǎntòng,形,224
5784,7-9,7-9,,高等,惨重,cǎnzhòng,形,224
5785,7-9,7-9,,高等,灿烂,cànlàn,形,224
5786,7-9,7-9,,高等,舱,cāng,名,224
5787,7-9,7-9,,高等,苍白,cāngbái,形,224
5788,7-9,7-9,,高等,仓促,cāngcù,形,224
5789,7-9,7-9,,高等,沧桑,cāngsāng,名,224
5790,7-9,7-9,,高等,苍蝇,cāngying,名,224
5791,7-9,7-9,,高等,藏匿,cángnì,动,224
5792,7-9,7-9,,高等,藏品,cángpǐn,名,224
5793,7-9,7-9,,高等,藏身,cángshēn,动,224
5794,7-9,7-9,,高等,操控,cāokòng,动,224
5795,7-9,7-9,,高等,操劳,cāoláo,动,224
5796,7-9,7-9,,高等,操练,cāoliàn,动,224
5797,7-9,7-9,,高等,操心,cāoxīn,动,224
5798,7-9,7-9,,高等,操纵,cāozòng,动,224
5799,7-9,7-9,,高等,嘈杂,cáozá,形,224
5800,7-9,7-9,,高等,草案,cǎo’àn,名,224
5801,7-9,7-9,,高等,草丛,cǎocóng,名,225
5802,7-9,7-9,,高等,草坪,cǎopíng,名,225
5803,7-9,7-9,,高等,草率,cǎoshuài,形,225
5804,7-9,7-9,,高等,草药,cǎoyào,名,225
5805,7-9,7-9,,高等,测定,cèdìng,动,225
5806,7-9,7-9,,高等,侧面,cèmiàn,名,225
5807,7-9,7-9,,高等,测算,cèsuàn,动,225
5808,7-9,7-9,,高等,测验,cèyàn,动、名,225
5809,7-9,7-9,,高等,侧重,cèzhòng,动,225
5810,7-9,7-9,,高等,层出不穷,céngchū-bùqióng,,225
5811,7-9,7-9,,高等,蹭,cèng,动,225
5812,7-9,7-9,,高等,差错,chācuò,名,225
5813,7-9,7-9,,高等,差额,chā’é,名、形,225
5814,7-9,7-9,,高等,插曲,chāqǔ,名,225
5815,7-9,7-9,,高等,插手,chāshǒu,动,225
5816,7-9,7-9,,高等,插图,chātú,名,225
5817,7-9,7-9,,高等,插嘴,chāzuǐ,动,225
5818,7-9,7-9,,高等,查处,cháchǔ,动,225
5819,7-9,7-9,,高等,查获,cháhuò,动,225
5820,7-9,7-9,,高等,察觉,chájué,动,225
5821,7-9,7-9,,高等,察看,chákàn,动,225
5822,7-9,7-9,,高等,查明,chámíng,动,225
5823,7-9,7-9,,高等,岔,chà,名、动,225
5824,7-9,7-9,,高等,刹那,chànà,名,225
5825,7-9,7-9,,高等,诧异,chàyì,形,225
5826,7-9,7-9,,高等,拆迁,chāiqiān,动,225
5827,7-9,7-9,,高等,柴油,cháiyóu,名,225
5828,7-9,7-9,,高等,掺,chān,动,225
5829,7-9,7-9,,高等,搀,chān,动,225
5830,7-9,7-9,,高等,馋,chán,形、动,225
5831,7-9,7-9,,高等,缠,chán,动,225
5832,7-9,7-9,,高等,缠绕,chánrào,动,225
5833,7-9,7-9,,高等,铲,chǎn,名、动,225
5834,7-9,7-9,,高等,产权,chǎnquán,名,225
5835,7-9,7-9,,高等,阐释,chǎnshì,动,225
5836,7-9,7-9,,高等,阐述,chǎnshù,动,225
5837,7-9,7-9,,高等,产物,chǎnwù,名,225
5838,7-9,7-9,,高等,产业链,chǎnyèliàn,名,225
5839,7-9,7-9,,高等,产值,chǎnzhí,名,225
5840,7-9,7-9,,高等,颤抖,chàndǒu,动,225
5841,7-9,7-9,,高等,猖狂,chāngkuáng,形,226
5842,7-9,7-9,,高等,昌盛,chāngshèng,形,226
5843,7-9,7-9,,高等,偿还,chánghuán,动,226
5844,7-9,7-9,,高等,常理,chánglǐ,名,226
5845,7-9,7-9,,高等,长期以来,chángqī yǐlái,,226
5846,7-9,7-9,,高等,常人,chángrén,名,226
5847,7-9,7-9,,高等,常态,chángtài,名,226
5848,7-9,7-9,,高等,长效,chángxiào,名、形,226
5849,7-9,7-9,,高等,长征,chángzhēng,动、名,226
5850,7-9,7-9,,高等,长足,chángzú,形,226
5851,7-9,7-9,,高等,敞开,chǎngkāi,动、副,226
5852,7-9,7-9,,高等,倡导,chàngdǎo,动,226
5853,7-9,7-9,,高等,唱片,chàngpiàn,名,226
5854,7-9,7-9,,高等,畅谈,chàngtán,动,226
5855,7-9,7-9,,高等,倡议,chàngyì,动、名,226
5856,7-9,7-9,,高等,超标,chāobiāo,动,226
5857,7-9,7-9,,高等,钞票,chāopiào,名,226
5858,7-9,7-9,,高等,超前,chāoqián,形、动,226
5859,7-9,7-9,,高等,抄袭,chāoxí,动,226
5860,7-9,7-9,,高等,潮,cháo,名、形,226
5861,7-9,7-9,,高等,嘲弄,cháonòng,动,226
5862,7-9,7-9,,高等,潮水,cháoshuǐ,名,226
5863,7-9,7-9,,高等,巢穴,cháoxué,名,226
5864,7-9,7-9,,高等,炒作,chǎozuò,动,226
5865,7-9,7-9,,高等,车间,chējiān,名,226
5866,7-9,7-9,,高等,扯,chě,动,226
5867,7-9,7-9,,高等,撤,chè,动,226
5868,7-9,7-9,,高等,撤离,chèlí,动,226
5869,7-9,7-9,,高等,撤退,chètuì,动,226
5870,7-9,7-9,,高等,彻夜,chèyè,副,226
5871,7-9,7-9,,高等,沉淀,chéndiàn,动、名,226
5872,7-9,7-9,,高等,沉甸甸,chéndiàndiàn,形,226
5873,7-9,7-9,,高等,沉浸,chénjìn,动,226
5874,7-9,7-9,,高等,陈旧,chénjiù,形,226
5875,7-9,7-9,,高等,陈列,chénliè,动,226
5876,7-9,7-9,,高等,沉闷,chénmèn,形,226
5877,7-9,7-9,,高等,沉迷,chénmí,动,226
5878,7-9,7-9,,高等,陈述,chénshù,动,226
5879,7-9,7-9,,高等,沉睡,chénshuì,动,226
5880,7-9,7-9,,高等,沉思,chénsī,动,226
5881,7-9,7-9,,高等,沉稳,chénwěn,形,227
5882,7-9,7-9,,高等,沉着,chénzhuó,形,227
5883,7-9,7-9,,高等,趁机,chènjī,副,227
5884,7-9,7-9,,高等,衬托,chèntuō,动,227
5885,7-9,7-9,,高等,称心如意,chènxīn-rúyì,,227
5886,7-9,7-9,,高等,趁早,chènzǎo,副,227
5887,7-9,7-9,,高等,呈,chéng,动,227
5888,7-9,7-9,,高等,承包,chéngbāo,动,227
5889,7-9,7-9,,高等,成才,chéngcái,动,227
5890,7-9,7-9,,高等,成家,chéngjiā,动,227
5891,7-9,7-9,,高等,成家立业,chéngjiā-lìyè,,227
5892,7-9,7-9,,高等,承接,chéngjiē,动,227
5893,7-9,7-9,,高等,诚恳,chéngkěn,形,227
5894,7-9,7-9,,高等,成年2,chéngnián,副,227
5895,7-9,7-9,,高等,成品,chéngpǐn,名,227
5896,7-9,7-9,,高等,城墙,chéngqiáng,名,227
5897,7-9,7-9,,高等,澄清,chéngqīng,形、动,227
5898,7-9,7-9,,高等,成全,chéngquán,动,227
5899,7-9,7-9,,高等,成群结队,chéngqún-jiéduì,,227
5900,7-9,7-9,,高等,成天,chéngtiān,副,227
5901,7-9,7-9,,高等,成心,chéngxīn,副,227
5902,7-9,7-9,,高等,成型,chéngxíng,动,227
5903,7-9,7-9,,高等,诚意,chéngyì,名,227
5904,7-9,7-9,,高等,承载,chéngzài,动,227
5905,7-9,7-9,,高等,诚挚,chéngzhì,形,227
5906,7-9,7-9,,高等,逞强,chěngqiáng,动,227
5907,7-9,7-9,,高等,秤,chèng,名,227
5908,7-9,7-9,,高等,痴呆,chīdāi,形,227
5909,7-9,7-9,,高等,吃喝玩乐,chī-hē-wán-lè,,227
5910,7-9,7-9,,高等,吃苦,chīkǔ,动,227
5911,7-9,7-9,,高等,吃亏,chīkuī,动,227
5912,7-9,7-9,,高等,吃力,chīlì,形,227
5913,7-9,7-9,,高等,痴迷,chīmí,动,227
5914,7-9,7-9,,高等,痴心,chīxīn,名、形,227
5915,7-9,7-9,,高等,持,chí,动,227
5916,7-9,7-9,,高等,迟迟,chíchí,副,227
5917,7-9,7-9,,高等,迟钝,chídùn,形,227
5918,7-9,7-9,,高等,迟缓,chíhuǎn,形,227
5919,7-9,7-9,,高等,驰名,chímíng,动,227
5920,7-9,7-9,,高等,持平,chípíng,动,227
5921,7-9,7-9,,高等,池塘,chítáng,名,228
5922,7-9,7-9,,高等,迟疑,chíyí,形,228
5923,7-9,7-9,,高等,迟早,chízǎo,副,228
5924,7-9,7-9,,高等,持之以恒,chízhī-yǐhéng,,228
5925,7-9,7-9,,高等,尺度,chǐdù,名,228
5926,7-9,7-9,,高等,耻辱,chǐrǔ,名,228
5927,7-9,7-9,,高等,耻笑,chǐxiào,动,228
5928,7-9,7-9,,高等,赤道,chìdào,名,228
5929,7-9,7-9,,高等,赤字,chìzì,名,228
5930,7-9,7-9,,高等,充,chōng,动,228
5931,7-9,7-9,,高等,充斥,chōngchì,动,228
5932,7-9,7-9,,高等,冲刺,chōngcì,动,228
5933,7-9,7-9,,高等,充当,chōngdāng,动,228
5934,7-9,7-9,,高等,憧憬,chōngjǐng,动,228
5935,7-9,7-9,,高等,冲浪,chōnglàng,动,228
5936,7-9,7-9,,高等,充沛,chōngpèi,形,228
5937,7-9,7-9,,高等,冲洗,chōngxǐ,动,228
5938,7-9,7-9,,高等,充裕,chōngyù,形,228
5939,7-9,7-9,,高等,冲撞,chōngzhuàng,动,228
5940,7-9,7-9,,高等,重重,chóngchóng,形,228
5941,7-9,7-9,,高等,重叠,chóngdié,动、名,228
5942,7-9,7-9,,高等,重返,chóngfǎn,动,228
5943,7-9,7-9,,高等,崇高,chónggāo,形,228
5944,7-9,7-9,,高等,重合,chónghé,动,228
5945,7-9,7-9,,高等,崇敬,chóngjìng,动,228
5946,7-9,7-9,,高等,崇尚,chóngshàng,动,228
5947,7-9,7-9,,高等,重申,chóngshēn,动,228
5948,7-9,7-9,,高等,重现,chóngxiàn,动,228
5949,7-9,7-9,,高等,重组,chóngzǔ,动,228
5950,7-9,7-9,,高等,宠,chǒng,动,228
5951,7-9,7-9,,高等,宠爱,chǒng’ài,动,228
5952,7-9,7-9,,高等,抽查,chōuchá,动,228
5953,7-9,7-9,,高等,抽签,chōuqiān,动,228
5954,7-9,7-9,,高等,抽屉,chōuti,名,228
5955,7-9,7-9,,高等,抽样,chōuyàng,动,228
5956,7-9,7-9,,高等,仇,chóu,名,228
5957,7-9,7-9,,高等,稠,chóu,形,228
5958,7-9,7-9,,高等,筹,chóu,动,228
5959,7-9,7-9,,高等,筹办,chóubàn,动,228
5960,7-9,7-9,,高等,筹措,chóucuò,动,228
5961,7-9,7-9,,高等,仇恨,chóuhèn,动、名,229
5962,7-9,7-9,,高等,筹划,chóuhuà,动,229
5963,7-9,7-9,,高等,筹集,chóují,动,229
5964,7-9,7-9,,高等,筹码,chóumǎ,名,229
5965,7-9,7-9,,高等,愁眉苦脸,chóuméi-kǔliǎn,,229
5966,7-9,7-9,,高等,稠密,chóumì,形,229
5967,7-9,7-9,,高等,仇人,chóurén,名,229
5968,7-9,7-9,,高等,瞅,chǒu,动,229
5969,7-9,7-9,,高等,丑恶,chǒu’è,形,229
5970,7-9,7-9,,高等,丑陋,chǒulòu,形,229
5971,7-9,7-9,,高等,丑闻,chǒuwén,名,229
5972,7-9,7-9,,高等,出厂,chūchǎng,动,229
5973,7-9,7-9,,高等,出丑,chūchǒu,动,229
5974,7-9,7-9,,高等,出动,chūdòng,动,229
5975,7-9,7-9,,高等,出发点,chūfādiǎn,名,229
5976,7-9,7-9,,高等,出访,chūfǎng,动,229
5977,7-9,7-9,,高等,出局,chūjú,动,229
5978,7-9,7-9,,高等,出具,chūjù,动,229
5979,7-9,7-9,,高等,出口成章,chūkǒu-chéngzhāng,,229
5980,7-9,7-9,,高等,出路,chūlù,名,229
5981,7-9,7-9,,高等,出卖,chūmài,动,229
5982,7-9,7-9,,高等,出面,chūmiàn,动,229
5983,7-9,7-9,,高等,出任,chūrèn,动,229
5984,7-9,7-9,,高等,出人意料,chūrényìliào,,229
5985,7-9,7-9,,高等,出神,chūshén,动,229
5986,7-9,7-9,,高等,出身,chūshēn,动、名,229
5987,7-9,7-9,,高等,出手,chūshǒu,动、名,229
5988,7-9,7-9,,高等,出台,chūtái,动,229
5989,7-9,7-9,,高等,出头,chūtóu,动,229
5990,7-9,7-9,,高等,出土,chūtǔ,动,229
5991,7-9,7-9,,高等,出息,chūxi,名,229
5992,7-9,7-9,,高等,出征,chūzhēng,动,229
5993,7-9,7-9,,高等,出众,chūzhòng,形,229
5994,7-9,7-9,,高等,初衷,chūzhōng,名,229
5995,7-9,7-9,,高等,出资,chūzī,动,229
5996,7-9,7-9,,高等,出走,chūzǒu,动,229
5997,7-9,7-9,,高等,锄,chú,名、动,229
5998,7-9,7-9,,高等,橱窗,chúchuāng,名,229
5999,7-9,7-9,,高等,除去,chúqù,动、介,229
6000,7-9,7-9,,高等,除外,chúwài,动,229
6001,7-9,7-9,,高等,储备,chǔbèi,动、名,230
6002,7-9,7-9,,高等,处方,chǔfāng,动、名,230
6003,7-9,7-9,,高等,处分,chǔfèn,动、名,230
6004,7-9,7-9,,高等,处境,chǔjìng,名,230
6005,7-9,7-9,,高等,储量,chǔliàng,名,230
6006,7-9,7-9,,高等,处事,chǔshì,动,230
6007,7-9,7-9,,高等,处置,chǔzhì,动,230
6008,7-9,7-9,,高等,触动,chùdòng,动,230
6009,7-9,7-9,,高等,触犯,chùfàn,动,230
6010,7-9,7-9,,高等,触觉,chùjué,名,230
6011,7-9,7-9,,高等,矗立,chùlì,动,230
6012,7-9,7-9,,高等,触摸,chùmō,动,230
6013,7-9,7-9,,高等,触目惊心,chùmù-jīngxīn,,230
6014,7-9,7-9,,高等,揣,chuāi,动,230
6015,7-9,7-9,,高等,揣测,chuǎicè,动,230
6016,7-9,7-9,,高等,揣摩,chuǎimó,动,230
6017,7-9,7-9,,高等,踹,chuài,动,230
6018,7-9,7-9,,高等,川流不息,chuānliú-bùxī,,230
6019,7-9,7-9,,高等,穿梭,chuānsuō,动,230
6020,7-9,7-9,,高等,穿越,chuānyuè,动,230
6021,7-9,7-9,,高等,穿着,chuānzhuó,名,230
6022,7-9,7-9,,高等,船舶,chuánbó,名,230
6023,7-9,7-9,,高等,传单,chuándān,名,230
6024,7-9,7-9,,高等,传媒,chuánméi,名,230
6025,7-9,7-9,,高等,传奇,chuánqí,名,230
6026,7-9,7-9,,高等,传人,chuánrén,动、名,230
6027,7-9,7-9,,高等,传闻,chuánwén,动、名,230
6028,7-9,7-9,,高等,传言,chuányán,名、动,230
6029,7-9,7-9,,高等,喘,chuǎn,动,230
6030,7-9,7-9,,高等,喘息,chuǎnxī,动,230
6031,7-9,7-9,,高等,串门,chuànmén,动,230
6032,7-9,7-9,,高等,窗帘,chuānglián,名,230
6033,7-9,7-9,,高等,创伤,chuāngshāng,名,230
6034,7-9,7-9,,高等,床位,chuángwèi,名,230
6035,7-9,7-9,,高等,创,chuàng,动,230
6036,7-9,7-9,,高等,创始人,chuàngshǐrén,名,230
6037,7-9,7-9,,高等,吹牛,chuīniú,动,230
6038,7-9,7-9,,高等,吹捧,chuīpěng,动,230
6039,7-9,7-9,,高等,炊烟,chuīyān,名,230
6040,7-9,7-9,,高等,垂,chuí,动,230
6041,7-9,7-9,,高等,捶,chuí,动,231
6042,7-9,7-9,,高等,锤,chuí,名、动,231
6043,7-9,7-9,,高等,垂头丧气,chuítóu-sàngqì,,231
6044,7-9,7-9,,高等,纯粹,chúncuì,形、副,231
6045,7-9,7-9,,高等,醇厚,chúnhòu,形,231
6046,7-9,7-9,,高等,纯洁,chúnjié,形、动,231
6047,7-9,7-9,,高等,纯朴,chúnpǔ,形,231
6048,7-9,7-9,,高等,淳朴,chúnpǔ,形,231
6049,7-9,7-9,,高等,蠢,chǔn,形,231
6050,7-9,7-9,,高等,戳,chuō,动、名,231
6051,7-9,7-9,,高等,绰号,chuòhào,名,231
6052,7-9,7-9,,高等,辞,cí,动,231
6053,7-9,7-9,,高等,辞呈,cíchéng,名,231
6054,7-9,7-9,,高等,磁带,cídài,名,231
6055,7-9,7-9,,高等,辞典,cídiǎn,名,231
6056,7-9,7-9,,高等,慈善,císhàn,形,231
6057,7-9,7-9,,高等,磁铁,cítiě,名,231
6058,7-9,7-9,,高等,辞退,cítuì,动,231
6059,7-9,7-9,,高等,慈祥,cíxiáng,形,231
6060,7-9,7-9,,高等,雌性,cíxìng,名,231
6061,7-9,7-9,,高等,此起彼伏,cǐqǐ-bǐfú,,231
6062,7-9,7-9,,高等,此致,cǐzhì,动,231
6063,7-9,7-9,,高等,赐,cì,动,231
6064,7-9,7-9,,高等,刺耳,cì’ěr,形,231
6065,7-9,7-9,,高等,刺骨,cìgǔ,动,231
6066,7-9,7-9,,高等,伺候,cìhou,动,231
6067,7-9,7-9,,高等,赐教,cìjiào,动,231
6068,7-9,7-9,,高等,次品,cìpǐn,名,231
6069,7-9,7-9,,高等,次日,cìrì,名,231
6070,7-9,7-9,,高等,刺绣,cìxiù,动、名,231
6071,7-9,7-9,,高等,次序,cìxù,名,231
6072,7-9,7-9,,高等,刺眼,cìyǎn,形,231
6073,7-9,7-9,,高等,次要,cìyào,形,231
6074,7-9,7-9,,高等,葱,cōng,名,231
6075,7-9,7-9,,高等,丛,cóng,量,231
6076,7-9,7-9,,高等,丛林,cónglín,名,231
6077,7-9,7-9,,高等,从容,cóngróng,形,231
6078,7-9,7-9,,高等,从容不迫,cóngróng-búpò,,231
6079,7-9,7-9,,高等,从头,cóngtóu,副,231
6080,7-9,7-9,,高等,凑,còu,动,231
6081,7-9,7-9,,高等,凑合,còuhe,动,232
6082,7-9,7-9,,高等,凑巧,còuqiǎo,形,232
6083,7-9,7-9,,高等,粗暴,cūbào,形,232
6084,7-9,7-9,,高等,粗糙,cūcāo,形,232
6085,7-9,7-9,,高等,粗鲁,cūlǔ,形,232
6086,7-9,7-9,,高等,粗略,cūlüè,形,232
6087,7-9,7-9,,高等,粗心大意,cūxīn-dàyì,,232
6088,7-9,7-9,,高等,促成,cùchéng,动,232
6089,7-9,7-9,,高等,簇拥,cùyōng,动,232
6090,7-9,7-9,,高等,窜,cuàn,动,232
6091,7-9,7-9,,高等,摧残,cuīcán,动,232
6092,7-9,7-9,,高等,催促,cuīcù,动,232
6093,7-9,7-9,,高等,摧毁,cuīhuǐ,动,232
6094,7-9,7-9,,高等,催眠,cuīmián,动,232
6095,7-9,7-9,,高等,璀璨,cuǐcàn,形,232
6096,7-9,7-9,,高等,翠绿,cuìlǜ,形,232
6097,7-9,7-9,,高等,存活,cúnhuó,动,232
6098,7-9,7-9,,高等,存货,cúnhuò,动、名,232
6099,7-9,7-9,,高等,存心,cúnxīn,动、副,232
6100,7-9,7-9,,高等,存折,cúnzhé,名,232
6101,7-9,7-9,,高等,搓,cuō,动,232
6102,7-9,7-9,,高等,磋商,cuōshāng,动,232
6103,7-9,7-9,,高等,挫败,cuòbài,动,232
6104,7-9,7-9,,高等,错别字,cuòbiézì,名,232
6105,7-9,7-9,,高等,错觉,cuòjué,名,232
6106,7-9,7-9,,高等,措手不及,cuòshǒu-bùjí,,232
6107,7-9,7-9,,高等,错位,cuòwèi,动,232
6108,7-9,7-9,,高等,错综复杂,cuòzōng-fùzá,,232
6109,7-9,7-9,,高等,搭乘,dāchéng,动,232
6110,7-9,7-9,,高等,搭档,dādàng,动、名,232
6111,7-9,7-9,,高等,搭建,dājiàn,动,232
6112,7-9,7-9,,高等,答辩,dábiàn,动,232
6113,7-9,7-9,,高等,达标,dábiāo,动,232
6114,7-9,7-9,,高等,打2,dǎ,介,232
6115,7-9,7-9,,高等,打喷嚏,dǎ pēntì,,232
6116,7-9,7-9,,高等,打下手,dǎ xiàshǒu,,232
6117,7-9,7-9,,高等,打岔,dǎchà,动,232
6118,7-9,7-9,,高等,打倒,dǎdǎo,动,232
6119,7-9,7-9,,高等,打赌,dǎdǔ,动,232
6120,7-9,7-9,,高等,打盹儿,dǎdǔnr,动,232
6121,7-9,7-9,,高等,打发,dǎfa,动,233
6122,7-9,7-9,,高等,打搅,dǎjiǎo,动,233
6123,7-9,7-9,,高等,打捞,dǎlāo,动,233
6124,7-9,7-9,,高等,打量,dǎliang,动,233
6125,7-9,7-9,,高等,打猎,dǎliè,动,233
6126,7-9,7-9,,高等,打磨,dǎmó,动,233
6127,7-9,7-9,,高等,打消,dǎxiāo,动,233
6128,7-9,7-9,,高等,大不了,dàbuliǎo,形、副,233
6129,7-9,7-9,,高等,大大咧咧,dàdaliēliē,形,233
6130,7-9,7-9,,高等,大纲,dàgāng,名,233
6131,7-9,7-9,,高等,大公无私,dàgōng-wúsī,,233
6132,7-9,7-9,,高等,大街小巷,dàjiē-xiǎoxiàng,,233
6133,7-9,7-9,,高等,大惊小怪,dàjīng-xiǎoguài,,233
6134,7-9,7-9,,高等,大局,dàjú,名,233
6135,7-9,7-9,,高等,大陆,dàlù,名,233
6136,7-9,7-9,,高等,大名鼎鼎,dàmíng-dǐngdǐng,,233
6137,7-9,7-9,,高等,大片,dàpiàn,名,233
6138,7-9,7-9,,高等,大气,dàqì,名、形,233
6139,7-9,7-9,,高等,大数据,dàshùjù,名,233
6140,7-9,7-9,,高等,大肆,dàsì,副,233
